A,B,result,RefD
Data analysis,Cluster analysis,0,0.09828758
Conditional probability,Likelihood function,0,0.056435406
Data mining,Null hypothesis,1,-0.039581939
Data mining,Data analysis,1,-0.027241108
Single-linkage clustering,Cluster analysis,1,0.323409556
Correlation and dependence,Spectral clustering,0,-0.023843456
Decision tree learning,Artificial neural network,0,0.194598793
Bayesian network,Expectation–maximization algorithm,1,0.00314346
Naive Bayes classifier,Joint probability distribution,1,0.110129833
Naive Bayes classifier,Random forest,0,-0.376156754
Probability density function,Likelihood function,0,0.036869082
Mixture model,Outlier,0,0.009511364
Hierarchical clustering,Data analysis,1,0.069634874
Null hypothesis,Data mining,0,0.039581939
Posterior probability,Probability density function,1,-0.002375891
Conditional probability,Random forest,0,-0.03831307
Decision tree,Genetic algorithm,0,0.004776207
Joint probability distribution,Machine learning,0,0.028988389
K-medoids,Standard deviation,1,-0.003197702
K-means clustering,Principal component analysis,0,0.054460522
Mixture model,Probability density function,1,0.12448896
Feedforward neural network,Statistical classification,1,0.349379921
Single-linkage clustering,Hierarchical clustering,0,0.228867487
Statistical classification,Naive Bayes classifier,0,-0.128835132
Mixture model,Bayes' theorem,0,0.089122145
Data mining,Standard deviation,1,0.034281137
Cluster analysis,Information retrieval,0,-0.004639376
Statistical population,Student's t-test,0,0.284209199
Artificial neural network,Discretization,0,-0.005229531
Joint probability distribution,Conditional probability,0,-0.349713144
Artificial neural network,Machine learning,1,-0.021783924
Standard deviation,Anomaly detection,0,-0.040313722
Boosting (machine learning),Gradient descent,0,0.01551974
Sample (statistics),Statistical population,1,-0.158931385
Data mining,Outlier,1,-0.044026663
Likelihood function,Maximum likelihood,0,-0.456181303
Decision tree,Classification rule,0,-0.023397608
Expectation–maximization algorithm,Likelihood function,1,0.077941495
Spectral clustering,Correlation and dependence,1,0.023843456
K-means clustering,Arithmetic mean,1,0.013453173
Arithmetic mean,DBSCAN,0,-0.056949718
Support vector machine,Machine learning,1,0.330927394
Support vector machine,Joint probability distribution,1,0.047325053
Central tendency,Level of measurement,0,-0.505362676
Regression analysis,Arithmetic mean,1,-0.358821631
Principal component analysis,Artificial neural network,0,-0.102206461
Confidence interval,Precision and recall,0,-0.130782633
Cluster analysis,Spectral clustering,0,-0.127730888
Student's t-test,Null hypothesis,1,-0.561306702
Data analysis,Spectral clustering,0,-0.047305132
Standard deviation,K-medoids,0,0.003197702
Precision and recall,Confusion matrix,0,0.233689494
Decision tree,Random forest,0,-0.047543505
Data mining,Statistical population,1,-0.004932672
F1 score,Statistical classification,1,0.359470461
Hierarchical clustering,DBSCAN,0,-0.087015419
Regression analysis,Confidence interval,0,-0.272657865
Ensemble learning,Random forest,0,-0.132400409
Statistical hypothesis testing,Prior probability,0,0.322647014
Artificial neural network,Data mining,0,-0.028358258
Maximum likelihood,Expectation–maximization algorithm,0,-0.010317887
K-medoids,K-means clustering,0,0.077135482
Standard deviation,Fuzzy clustering,0,-0.092560829
Posterior probability,Conditional probability distribution,1,-0.021618517
Arithmetic mean,Stepwise regression,0,-0.291508586
Confidence interval,Sensitivity and specificity,0,-0.127077266
Correlation and dependence,Linear regression,0,0.49961547
Likelihood function,Confidence interval,0,-0.164977706
Pruning (decision trees),Cross-validation (statistics),0,0.258920333
Dimensionality reduction,Principal component analysis,0,0.219728637
Stepwise regression,Arithmetic mean,1,0.291508586
Probability density function,Random forest,0,-0.025395743
Arithmetic mean,Least squares,0,-0.353777083
Maximum likelihood,Conditional probability distribution,1,0.007685921
