A,B,result,RefD
Stepwise regression,Linear regression,0,0.370200483
Probability density function,Joint probability distribution,0,-0.297058314
Statistical significance,Statistical hypothesis testing,1,0.489961362
Conditional probability,Likelihood function,0,0.056435406
Probability density function,Conditional probability distribution,0,-0.197520149
Genetic algorithm,Cluster analysis,0,0.005837776
Mixture model,K-means clustering,0,0.036216636
F1 score,Precision and recall,1,0.153221961
Probability density function,Multiclass classification,0,-0.048524343
Biclustering,Model selection,0,0.041840705
Principal component analysis,Outlier,0,-0.13719129
Dimensionality reduction,Principal component analysis,0,0.219728637
Stepwise regression,Statistical model,0,0.345188326
Correlation and dependence,Spectral clustering,0,-0.023843456
Bayes' theorem,Naive Bayes classifier,0,-0.288133608
Data mining,Association rule learning,1,-0.253707041
Arithmetic mean,OPTICS algorithm,0,-0.068724223
Apriori algorithm,Conditional probability,1,0.070241049
Multiclass classification,Probability density function,1,0.048524343
Clustering high-dimensional data,Arithmetic mean,1,0.04382243
Mixture model,Histogram,0,0.049113998
Central tendency,Mode (statistics),1,-0.008963529
Conditional probability distribution,Probability density function,1,0.197520149
Single-linkage clustering,Data analysis,1,0.034740708
Sample (statistics),Confidence interval,0,-0.088683131
Level of measurement,Central tendency,1,0.505362676
Spectral clustering,Standard deviation,1,0.034194988
Regression analysis,Poisson regression,0,-0.310183993
Artificial neural network,Data processing,0,-0.02076958
Arithmetic mean,Fuzzy clustering,0,-0.095644093
Statistical hypothesis testing,Precision and recall,0,-0.163590889
Arithmetic mean,Single-linkage clustering,0,-0.032184319
Posterior probability,Bayesian network,0,-0.126567383
Artificial neural network,Regression analysis,0,0.025973741
Fuzzy clustering,Arithmetic mean,1,0.095644093
Joint probability distribution,Linear regression,0,0.037271553
Probability density function,Conditional independence,0,-0.099223446
Joint probability distribution,Pruning (decision trees),0,0
Standard deviation,Spectral clustering,0,-0.034194988
Data analysis,Clustering high-dimensional data,0,-0.070426145
Arithmetic mean,Level of measurement,0,-0.505520934
Data mining,Data analysis,1,-0.027241108
Anomaly detection,Support vector machine,0,-0.034054615
Probability density function,AdaBoost,0,-0.018027049
Accuracy and precision,False positives and false negatives,0,-0.133254832
Correlation and dependence,Anomaly detection,0,-0.001574579
Boosting (machine learning),Gradient descent,0,0.01551974
Confidence interval,Statistical hypothesis testing,0,0.216815551
Feedforward neural network,Linear separability,0,-0.018592307
Null hypothesis,Statistical significance,0,-0.020837197
Null hypothesis,Student's t-test,0,0.561306702
Decision tree,Random forest,0,-0.047543505
Prior probability,Data analysis,0,-0.069132618
F1 score,Standard deviation,1,0.140448465
Standard deviation,Mixture model,0,-0.105137246
Bayesian network,Expert system,0,-0.032540524
Anomaly detection,Cluster analysis,1,0.171354379
Poisson regression,Maximum likelihood,0,-0.409227161
Cluster analysis,Mixture model,0,-0.060181776
Maximum likelihood,Conditional probability,1,0.038199918
Conditional probability distribution,Expectation–maximization algorithm,0,-0.035702944
Boosting (machine learning),AdaBoost,0,-0.140478081
Fitness function,Mutation (genetic algorithm),0,-0.17940613
Precision and recall,Statistical classification,1,0.310469435
Null hypothesis,Data mining,0,0.039581939
Artificial neural network,Posterior probability,0,0.036544963
Bootstrap aggregating,Random forest,0,0.118414554
DBSCAN,Anomaly detection,0,0.253710008
Median,Central tendency,0,-0.186450328
Statistical significance,Sample (statistics),1,0.505366714
Hierarchical clustering,Standard deviation,1,0.064159343
Cluster analysis,False positives and false negatives,0,-0.274853426
Biclustering,Correlation and dependence,1,0.045257251
F1 score,Type I and type II errors,1,0.085381906
Arithmetic mean,Correlation and dependence,0,-0.479665056
Correlation and dependence,Outlier,0,0.021840111
Joint probability distribution,Artificial neural network,0,-0.009103353
Decision tree learning,Decision tree,1,0.054316924
Hill climbing,Gradient descent,0,0.271355171
Cluster analysis,OPTICS algorithm,0,-0.49999131
Expectation–maximization algorithm,Likelihood function,1,0.077941495
Standard deviation,Correlation and dependence,0,-0.511175327
Statistical classification,Data analysis,0,-0.056134636
OPTICS algorithm,Outlier,0,0.007273152
Principal component analysis,Dimensionality reduction,1,-0.219728637
Cluster analysis,Clustering high-dimensional data,0,-0.323452892
Biclustering,Data mining,0,0.037657089
Probability density function,Boosting (machine learning),0,-0.048770711
Expectation–maximization algorithm,Conditional probability,1,0.061738759
Least squares,Regression analysis,1,0.423996288
Poisson regression,Regression analysis,1,0.310183993
Fuzzy clustering,Standard deviation,1,0.092560829
Data mining,Correlation and dependence,1,-0.020777724
Bayes' theorem,Probability density function,1,-0.050452426
Sensitivity and specificity,False positives and false negatives,1,-0.24242622
Regression analysis,Statistical significance,0,-0.533298032
Joint probability distribution,AdaBoost,0,0
Correlation and dependence,Linear regression,0,0.49961547
Genetic algorithm,Natural selection,1,0.026650736
Standard deviation,Clustering high-dimensional data,0,-0.063501964
Pruning (decision trees),Cross-validation (statistics),0,0.258920333
Naive Bayes classifier,Correlation and dependence,1,0.00689665
Correlation and dependence,Cluster analysis,0,0.542027303
Random forest,Machine learning,1,0.370098227
Decision tree learning,Random forest,0,-0.1020251
Student's t-test,Null hypothesis,1,-0.561306702
Decision tree,Genetic algorithm,0,0.004776207
Statistical hypothesis testing,Student's t-test,0,-0.058258878
Random forest,Probability density function,1,0.025395743
Artificial neural network,Feedforward neural network,0,-0.74722238
Expectation–maximization algorithm,Bayesian network,0,-0.00314346
Data analysis,Spectral clustering,0,-0.047305132
Bayesian network,Maximum likelihood,1,-0.000747482
Type I and type II errors,Statistical hypothesis testing,1,0.621057733
Precision and recall,Sample (statistics),1,0.115863257
OPTICS algorithm,Cluster analysis,1,0.49999131
Machine learning,AdaBoost,0,-0.381036621
Stepwise regression,Data mining,0,0.069143768
Regression analysis,Data mining,0,-0.082012295
Arithmetic mean,Stepwise regression,0,-0.291508586
Backpropagation,Joint probability distribution,1,0.015342167
Arithmetic mean,DBSCAN,0,-0.056949718
Data mining,Conditional probability,1,0.002639691
Expert system,Machine learning,0,0.070707288
Arithmetic mean,Linear regression,0,0.222350546
Correlation and dependence,K-means clustering,0,0.008338343
Likelihood function,Probability density function,1,-0.036869082
Joint probability distribution,Probability density function,1,0.297058314
Cluster analysis,Hierarchical clustering,0,-0.358454643
Decision tree model,Decision tree,1,0.020403243
Probability density function,Bayes' theorem,0,0.050452426
Feedforward neural network,Machine learning,1,0.724287151
Precision and recall,Accuracy and precision,0,0.149640696
Cluster analysis,Standard deviation,1,-0.212536787
Feedforward neural network,Probability density function,1,0.020708013
F1 score,Statistical classification,1,0.359470461
Arithmetic mean,Spectral clustering,0,-0.032592881
Artificial neural network,Backpropagation,0,-0.362802498
Pruning (decision trees),Backpropagation,0,0.207686433
Conditional probability distribution,Linear regression,0,0.146431381
Maximum likelihood,Bayesian network,0,0.000747482
Artificial neural network,Probability density function,1,0.008834626
Machine learning,Pruning (decision trees),0,-0.371059996
Single-linkage clustering,Standard deviation,1,0.033786426
K-means clustering,Semi-supervised learning,0,-0.224652632
Level of measurement,Standard deviation,1,0.534483232
Conditional probability distribution,Conditional independence,0,0.033547765
Sample (statistics),F1 score,0,-0.109934344
Anomaly detection,Data mining,0,0.180214327
Machine learning,Probability density function,1,-0.071154145
Likelihood function,Statistical model,0,-0.170253136
Statistical population,Type I and type II errors,0,-0.602836726
Poisson regression,Conditional probability,1,0.009210575
Mixture model,Probability density function,1,0.12448896
Regression analysis,Statistical dispersion,0,-0.380770238
Sample (statistics),Statistical population,1,-0.158931385
Confidence interval,Standard deviation,1,0.135489561
K-means clustering,Spectral clustering,0,-0.098713538
Confidence interval,Sensitivity and specificity,0,-0.127077266
Mixture model,Conditional probability,1,0.080375885
Central tendency,Interquartile range,0,-0.050847162
Precision and recall,Confidence interval,1,0.130782633
Data analysis,Single-linkage clustering,0,-0.034740708
Pruning (decision trees),Conditional probability,1,0
Gradient descent,Linear regression,0,0.25465972
Decision tree learning,Bayesian network,0,0.310149802
Mixture model,Statistical population,0,0.056820413
Support vector machine,Hyperplane,1,0.026117359
Joint probability distribution,K-means clustering,0,-0.012502803
Probability density function,Median,0,0.094162808
Mixture model,Data mining,0,0.019642043
Conditional independence,Joint probability distribution,0,0.51685291
K-means clustering,Standard deviation,1,0.016129905
Precision and recall,Statistical hypothesis testing,1,0.163590889
Support vector machine,Linear separability,1,-0.27790046
Standard deviation,Anomaly detection,0,-0.040313722
Data mining,Statistical population,1,-0.004932672
Expectation–maximization algorithm,Probability density function,1,0.106398635
Posterior probability,Probability density function,1,-0.002375891
Confidence interval,Type I and type II errors,0,-0.615041486
K-means clustering,Median,0,0.015456883
Backpropagation,Nonlinear system,0,0.009741015
Least squares,Arithmetic mean,1,0.353777083
Type I and type II errors,Sample (statistics),1,0.606381329
Backpropagation,Probability density function,1,0.022933425
Anomaly detection,Ensemble learning,0,-0.054300938
Regression analysis,Stepwise regression,0,-0.427771374
Cluster analysis,Spectral clustering,0,-0.127730888
Probability density function,Maximum likelihood,0,-0.142155377
Regression analysis,Arithmetic mean,1,-0.358821631
Machine learning,Multiclass classification,0,-0.749350106
Probability density function,Poisson regression,0,0.040271089
Joint probability distribution,Bayesian network,0,-0.052766345
Decision tree learning,Joint probability distribution,1,0.023972805
Student's t-test,Standard deviation,1,-0.032077416
Data mining,Statistical classification,1,0.126573573
Machine learning,K-means clustering,0,0.010169644
Alpha–beta pruning,Pruning (decision trees),0,-0.05061177
Joint probability distribution,Naive Bayes classifier,0,-0.110129833
Posterior probability,Conditional probability distribution,1,-0.021618517
Null hypothesis,Statistical hypothesis testing,0,0.555143508
Statistical classification,Backpropagation,0,-0.316256577
Statistical significance,Data analysis,0,0.023300235
Confidence interval,Maximum likelihood,0,-0.441477651
Principal component analysis,Data reduction,0,-0.080843159
Likelihood function,Regression analysis,0,0.119820875
Support vector machine,Classification rule,0,-0.172406963
Feedforward neural network,Artificial neural network,1,0.74722238
Naive Bayes classifier,Machine learning,1,0.029426864
Confidence interval,Precision and recall,0,-0.130782633
Likelihood function,Prior probability,0,0.222508662
K-medoids,Correlation and dependence,1,-0.003795052
Stepwise regression,Ensemble learning,0,0.056790713
Ensemble learning,Boosting (machine learning),0,-0.155815137
Statistical classification,Random forest,0,-0.434977833
K-means clustering,Probability density function,1,0.026240006
Artificial neural network,Joint probability distribution,1,0.009103353
K-means clustering,Principal component analysis,0,0.054460522
Conditional probability,Posterior probability,0,-0.200022647
Naive Bayes classifier,Joint probability distribution,1,0.110129833
Precision and recall,F1 score,0,-0.153221961
Backpropagation,Linear separability,0,-0.123010625
Data mining,Decision tree,0,-0.061853678
Decision tree,AdaBoost,0,-0.046078993
Mixture model,Bayes' theorem,0,0.089122145
Level of measurement,Mode (statistics),1,0.502310587
Accuracy and precision,Positive and negative predictive values,0,-0.125211426
Median,Interquartile range,0,-0.257907316
Random forest,Mode (statistics),0,0.062047337
Conditional probability,Decision tree,0,-0.058820931
Information retrieval,Precision and recall,0,-0.121930555
Standard deviation,Biclustering,0,-0.033306048
Standard deviation,K-medoids,0,0.003197702
Decision tree learning,Artificial neural network,0,0.194598793
Maximum likelihood,Probability density function,1,0.142155377
Standard deviation,Statistical hypothesis testing,0,0.094124112
Accuracy and precision,Learning rate,0,-0.012977474
Correlation and dependence,K-medoids,0,0.003795052
Machine learning,Random forest,0,-0.370098227
Arithmetic mean,Data mining,0,-0.001813795
